Date Time,1,5,15,30,60,120,180,360,720,1440,>1d
11/30/20,0,0,0,0,0,0,0,0,0,0,0
12/1/20,0,0,0,0,0,0,0,0,0,0,0
12/2/20,0,0,0,0,0,0,0,0,0,0,0
12/3/20,0,0,0,0,0,0,0,0,0,0,0
12/4/20,0,0,0,0,0,0,0,0,0,0,0
12/5/20,0,0,0,0,0,0,0,0,0,0,0
12/6/20,0,0,0,0,0,0,0,0,0,0,0
12/7/20,0,0,0,0,0,0,0,0,0,0,0
12/8/20,0,0,0,0,0,0,0,0,0,0,0
12/9/20,0,0,0,0,0,0,0,0,0,0,0
12/10/20,0,0,0,0,0,0,0,0,0,0,0
12/11/20,0,0,0,0,0,0,0,0,0,0,0
12/12/20,0,0,0,0,0,0,0,0,0,0,0
12/13/20,0,0,0,0,0,0,0,0,0,0,0
12/14/20,0,0,0,0,0,0,0,0,0,0,0
12/15/20,0,0,0,0,0,0,0,0,0,0,0
12/16/20,0,0,0,0,0,0,0,0,0,0,0
12/17/20,0,0,0,0,0,0,0,0,0,0,0
12/18/20,0,0,0,0,0,0,0,0,0,0,0
12/19/20,0,0,0,0,0,0,0,0,0,0,0
12/20/20,0,0,0,0,0,0,0,0,0,0,0
12/21/20,0,0,0,0,0,0,0,0,0,0,0
12/22/20,0,0,0,0,0,0,0,0,0,0,0
12/23/20,0,0,0,0,0,0,0,0,0,0,0
12/24/20,0,0,0,0,0,0,0,0,0,0,0
12/25/20,0,0,0,0,0,0,0,0,0,0,0
12/26/20,0,0,0,0,0,0,0,0,0,0,0
12/27/20,0,0,0,0,0,0,0,0,0,0,0
12/28/20,0,0,0,0,0,0,0,0,0,0,0
12/29/20,0,0,0,0,0,0,0,0,0,0,0
12/30/20,0,0,0,0,0,0,0,0,0,0,0
12/31/20,0,0,0,0,0,0,0,0,0,0,0
1/1/21,0,0,0,0,0,0,0,0,0,0,0
1/2/21,0,0,0,0,0,0,0,0,0,0,0
1/3/21,0,0,0,0,0,0,0,0,0,0,0
1/4/21,0,0,0,0,0,0,0,0,0,0,0
1/5/21,0,0,0,0,0,0,0,0,0,0,0
1/6/21,0,0,0,0,0,0,0,0,0,0,0
1/7/21,0,0,0,0,0,0,0,0,0,0,0
1/8/21,0,0,0,0,0,0,0,0,0,0,0
1/9/21,0,0,0,0,0,0,0,0,0,0,0
1/10/21,0,0,0,0,0,0,0,0,0,0,0
1/11/21,0,0,0,0,0,0,0,0,0,0,0
1/12/21,0,0,0,0,0,0,0,0,0,0,0
1/13/21,0,0,0,0,0,0,0,0,0,0,0
1/14/21,0,0,0,0,0,0,0,0,0,0,0
1/15/21,0,0,0,0,0,0,0,0,0,0,0
1/16/21,0,0,0,0,0,0,0,0,0,0,0
1/17/21,0,0,0,0,0,0,0,0,0,0,0
1/18/21,0,0,0,0,0,0,0,0,0,0,0
1/19/21,0,0,0,0,0,0,0,0,0,0,0
1/20/21,0,0,0,0,0,0,0,0,0,0,0
1/21/21,0,0,0,0,0,0,0,0,0,0,0
1/22/21,0,0,0,0,0,0,0,0,0,0,0
1/23/21,0,0,0,0,0,0,0,0,0,0,0
1/24/21,0,0,0,0,0,0,0,0,0,0,0
1/25/21,0,0,0,0,0,0,0,0,0,0,0
1/26/21,0,0,0,0,0,0,0,0,0,0,0
1/27/21,0,0,0,0,0,0,0,0,0,0,0
1/28/21,0,0,0,0,0,0,0,0,0,0,0
1/29/21,0,0,0,0,0,0,0,0,0,0,0
1/30/21,0,0,0,0,0,0,0,0,0,0,0
1/31/21,0,0,0,0,0,0,0,0,0,0,0
2/1/21,0,0,0,0,0,0,0,0,0,0,0
2/2/21,0,0,0,0,0,0,0,0,0,0,0
2/3/21,3,1,0,0,0,0,0,0,0,0,0
2/4/21,18,11,9,14,16,14,5,4,8,2,0
2/5/21,3,10,5,7,25,25,5,11,1,1,0
2/6/21,7,4,9,9,2,5,2,4,2,1,0
2/7/21,7,9,3,11,29,22,9,8,2,0,0
2/8/21,4,8,7,16,14,3,3,3,2,0,0
2/9/21,8,4,9,9,13,3,4,6,4,1,0
2/10/21,7,3,9,5,18,9,4,0,2,0,0
2/11/21,6,11,17,22,18,8,2,2,5,2,0
2/12/21,10,4,9,9,26,9,6,10,2,1,0
2/13/21,7,8,11,19,4,9,2,3,1,0,0
2/14/21,4,7,7,10,11,11,6,3,5,0,0
2/15/21,3,2,4,6,3,0,1,2,4,1,0
2/16/21,6,2,6,3,3,3,1,1,0,3,0
2/17/21,5,5,8,8,25,10,3,4,0,0,0
2/18/21,3,7,6,7,26,18,2,4,1,2,0
2/19/21,10,6,6,18,18,7,6,2,1,1,0
2/20/21,5,4,8,12,11,4,2,3,1,0,0
2/21/21,8,8,7,13,17,7,4,3,0,3,0
2/22/21,4,7,10,12,3,3,2,1,2,2,0
2/23/21,3,3,6,8,1,2,2,3,1,1,0
2/24/21,3,9,9,7,13,9,4,1,2,0,0
2/25/21,6,8,5,13,19,10,3,1,1,2,0
2/26/21,3,3,2,13,26,8,5,2,4,0,0
2/27/21,8,5,11,14,15,8,6,4,1,1,0
2/28/21,8,4,11,19,7,4,3,3,0,0,0
3/1/21,2,7,7,13,6,5,1,3,1,1,0
3/2/21,6,4,10,11,5,4,0,2,0,0,0
3/3/21,4,3,4,14,20,4,3,5,2,1,0
3/4/21,5,6,8,23,12,10,3,3,4,1,0
3/5/21,3,2,11,11,13,9,3,3,1,0,0
3/6/21,2,5,7,4,5,3,5,3,1,0,0
3/7/21,3,7,8,8,13,5,4,3,0,0,0
3/8/21,6,4,9,5,2,7,1,2,5,1,0
3/9/21,2,3,8,7,11,5,2,2,1,0,0
3/10/21,6,4,13,14,8,11,2,5,1,0,0
3/11/21,4,8,15,12,17,6,2,1,1,1,0
3/12/21,3,5,9,18,10,5,1,1,1,1,0
3/13/21,2,6,8,13,19,15,1,3,0,0,0
3/14/21,8,5,9,15,9,9,3,4,2,0,0
3/15/21,5,6,8,8,4,6,1,2,2,0,0
3/16/21,3,5,9,13,7,7,5,5,3,0,0
3/17/21,4,4,3,12,9,10,2,2,3,0,0
3/18/21,1,5,12,8,23,8,6,3,2,0,0
3/19/21,3,1,12,11,14,9,1,2,3,1,0
3/20/21,4,6,7,9,16,9,6,3,0,0,0
3/21/21,9,4,8,14,11,5,3,9,2,1,0
3/22/21,8,6,12,14,7,8,0,0,4,2,0
3/23/21,9,5,13,15,4,3,1,2,0,0,0
3/24/21,5,2,15,18,26,12,14,7,2,0,0
3/25/21,13,9,12,13,27,6,3,7,1,1,0
3/26/21,8,3,4,9,28,12,4,5,3,1,0
3/27/21,12,16,9,13,26,20,7,7,7,2,0
3/28/21,11,11,13,14,18,11,2,9,4,0,0
3/29/21,10,8,8,11,13,1,2,7,3,0,0
3/30/21,12,9,10,12,17,9,2,3,0,0,0
3/31/21,8,7,16,13,24,15,2,7,2,0,0
4/1/21,17,4,6,11,27,24,12,7,2,0,0
4/2/21,9,0,10,12,29,36,8,5,2,2,0
4/3/21,9,6,9,13,30,15,6,7,1,0,0
4/4/21,12,13,6,18,28,9,7,5,1,1,0
4/5/21,8,12,7,11,13,8,2,5,4,2,0
4/6/21,6,3,13,13,9,7,4,0,5,1,0
4/7/21,10,5,5,13,17,43,7,10,3,1,0
4/8/21,2,5,9,11,34,8,8,6,2,2,0
4/9/21,13,6,10,20,37,34,2,7,2,1,0
4/10/21,11,6,12,18,25,22,6,9,1,1,0
4/11/21,9,11,9,16,29,11,5,10,7,1,0
4/12/21,8,6,9,15,18,11,0,2,2,1,0
4/13/21,10,6,9,13,32,9,4,12,5,0,0
4/14/21,17,5,21,13,26,30,9,6,0,3,0
4/15/21,13,12,8,17,33,22,3,4,3,1,0
4/16/21,5,5,5,12,38,54,10,10,4,2,0
4/17/21,12,10,10,6,32,29,11,7,4,1,0
4/18/21,6,7,6,14,34,28,8,6,6,1,0
4/19/21,11,5,8,8,4,0,2,2,2,2,0
4/20/21,8,13,7,7,26,32,8,6,3,0,0
4/21/21,8,8,7,8,36,19,9,3,6,1,0
4/22/21,14,8,7,13,26,31,5,10,3,2,0
4/23/21,10,8,6,10,32,34,9,12,0,1,0
4/24/21,9,7,10,7,21,29,7,4,3,0,0
4/25/21,10,8,5,18,25,20,6,1,2,1,0
4/26/21,7,8,7,11,28,9,1,8,3,2,0
4/27/21,6,4,7,12,12,5,5,7,3,1,0
4/28/21,8,8,9,9,33,23,7,4,3,1,0
4/29/21,12,18,11,9,25,25,3,12,4,2,0
4/30/21,6,11,6,10,27,22,4,2,6,0,0
5/1/21,8,12,14,9,27,30,7,6,1,5,0
5/2/21,8,5,4,4,26,12,9,12,3,1,0
5/3/21,10,5,9,7,19,4,7,2,4,1,0
5/4/21,5,4,6,13,27,11,6,3,1,3,0
5/5/21,12,12,5,13,12,25,8,8,5,2,0
5/6/21,5,2,6,15,23,14,8,4,2,2,0
5/7/21,4,7,5,11,26,10,3,6,1,0,0
5/8/21,4,5,4,8,16,18,6,6,1,0,0
5/9/21,7,4,6,11,14,9,2,5,1,1,0
5/10/21,8,3,9,3,10,9,3,3,1,1,0
5/11/21,7,3,3,7,20,7,5,4,0,0,0
5/12/21,3,2,6,6,25,7,5,1,1,3,0
5/13/21,1,5,9,7,14,17,1,4,1,0,0
5/14/21,7,5,7,6,15,25,6,4,0,0,0
5/15/21,1,1,3,11,11,8,4,2,5,1,0
5/16/21,3,7,2,7,18,15,5,5,4,0,0
5/17/21,1,4,3,9,5,4,4,1,4,1,0
5/18/21,2,3,8,5,12,3,2,1,0,1,0
5/19/21,4,2,8,9,5,6,1,4,0,1,0
5/20/21,1,3,3,9,9,3,3,0,0,0,0
5/21/21,5,7,10,5,12,15,5,4,2,0,0
5/22/21,2,0,1,2,10,12,1,3,3,0,0
5/23/21,2,0,0,0,0,0,0,0,1,1,0
5/24/21,5,4,6,9,16,3,2,3,0,1,0
5/25/21,6,8,6,5,17,8,3,4,0,1,0
5/26/21,1,5,3,6,6,2,4,5,1,0,0
5/27/21,4,3,7,6,11,7,2,2,2,0,0
5/28/21,3,1,5,6,10,4,2,3,0,0,0
5/29/21,3,0,4,5,12,3,2,0,0,0,0
5/30/21,3,3,5,8,2,9,1,3,3,1,0
5/31/21,2,3,1,5,5,3,3,1,0,0,0
6/1/21,1,2,1,5,6,0,2,2,0,1,0
6/2/21,1,3,0,2,4,3,1,1,0,0,0
6/3/21,2,3,5,4,8,5,1,4,1,0,0
6/4/21,2,2,2,6,13,1,3,2,2,0,0
6/5/21,1,3,7,3,5,5,3,2,1,1,0
6/6/21,1,0,9,3,7,1,0,4,1,2,0
6/7/21,0,2,5,4,1,3,0,1,0,1,0
6/8/21,1,6,3,6,3,2,0,1,1,0,0
6/9/21,1,1,2,6,4,1,3,0,0,0,0
6/10/21,4,4,2,3,11,5,1,6,0,0,0
6/11/21,1,1,2,14,1,3,0,0,2,1,0
6/12/21,0,5,5,8,3,1,1,0,1,0,0
6/13/21,0,2,4,3,1,3,1,3,0,0,0
6/14/21,1,2,4,2,2,1,2,0,0,0,0
6/15/21,1,0,6,3,0,1,1,0,0,0,0
6/16/21,2,0,4,11,4,1,1,3,0,0,0
6/17/21,2,4,5,5,3,2,0,0,2,0,0
6/18/21,2,3,3,3,3,4,1,0,1,1,0
6/19/21,1,1,2,5,5,2,3,2,1,0,0
6/20/21,2,1,4,2,1,4,2,3,1,0,0
6/21/21,0,2,2,0,1,1,0,1,0,1,0
6/22/21,2,1,2,3,2,2,0,1,1,0,0
6/23/21,2,2,3,6,5,4,2,2,1,0,0
6/24/21,1,4,3,8,1,0,1,4,0,0,0
6/25/21,1,1,6,13,2,4,0,3,3,0,0
6/26/21,2,2,2,6,4,4,3,3,1,0,0
6/27/21,0,2,3,6,5,3,2,3,2,1,0
6/28/21,1,0,3,1,2,2,0,2,0,1,0
6/29/21,0,0,2,1,2,3,1,2,0,1,0
6/30/21,3,1,5,3,5,3,4,1,4,0,0
7/1/21,2,3,4,9,7,4,2,0,2,0,0
7/2/21,1,3,7,12,5,5,1,1,2,1,0
7/3/21,0,3,6,7,1,6,3,0,1,0,0
7/4/21,4,5,7,6,6,2,3,3,1,0,0
7/5/21,0,0,4,4,3,4,0,5,1,0,0
7/6/21,1,2,6,0,1,0,1,0,1,1,0
7/7/21,1,0,5,8,7,3,2,0,0,0,0
7/8/21,4,3,8,16,12,6,2,6,1,3,0
7/9/21,2,4,6,5,3,8,2,5,1,0,0
7/10/21,3,1,5,9,19,10,5,4,1,1,0
7/11/21,2,1,6,10,5,6,2,6,3,0,0
7/12/21,1,5,5,15,5,5,0,0,2,1,0
7/13/21,4,1,2,9,7,5,0,2,4,1,0
7/14/21,5,2,3,7,14,12,3,8,5,1,0
7/15/21,7,3,11,10,15,12,2,2,5,0,0
7/16/21,3,4,10,3,22,7,11,2,2,0,0
7/17/21,6,5,7,8,15,5,4,6,7,1,0
7/18/21,9,2,8,12,9,3,3,5,1,1,0
7/19/21,6,4,6,20,8,5,1,4,3,1,0
7/20/21,7,6,5,10,20,5,6,7,2,0,0
7/21/21,4,2,14,14,29,15,8,9,2,1,0
7/22/21,6,11,10,13,44,15,7,9,5,0,0
7/23/21,7,5,12,14,22,17,3,6,3,2,0
7/24/21,15,8,8,12,19,39,14,10,5,2,0
7/25/21,10,6,11,16,33,23,11,7,6,2,0
7/26/21,8,2,13,13,30,16,7,12,5,2,0
7/27/21,10,10,7,6,25,9,10,7,1,1,0
7/28/21,6,1,10,11,32,26,4,13,5,2,0
7/29/21,8,12,12,9,31,17,12,4,6,2,0
7/30/21,5,5,5,12,10,10,7,8,2,1,0
7/31/21,10,9,5,10,28,46,12,13,5,0,0
8/1/21,11,4,6,12,11,11,5,5,11,4,0
8/2/21,5,3,9,12,16,23,10,8,7,3,0
8/3/21,2,5,3,7,25,64,107,159,16,4,0
8/4/21,19,9,10,20,23,65,48,30,22,12,0
8/5/21,26,12,5,6,32,64,76,71,20,2,0
8/6/21,16,10,3,12,36,71,72,36,20,7,0
8/7/21,18,15,8,9,38,86,63,31,20,3,0
8/8/21,13,11,8,13,30,58,63,33,18,4,0
8/9/21,15,5,11,14,32,76,44,26,9,7,0
8/10/21,29,9,11,11,23,85,68,50,11,1,0
8/11/21,12,10,6,7,23,65,87,70,17,7,0
8/12/21,13,4,6,11,35,81,49,30,17,3,0
8/13/21,13,8,8,9,42,68,101,48,18,3,0
8/14/21,10,2,8,18,43,71,112,51,26,4,0
8/15/21,5,9,8,12,38,91,49,33,29,4,0
8/16/21,9,12,13,17,49,63,22,11,12,7,0
8/17/21,9,12,6,9,18,62,27,24,16,3,0
8/18/21,10,10,11,7,36,70,82,68,13,4,0
8/19/21,20,8,12,7,41,93,78,71,20,4,0
8/20/21,5,3,2,9,40,89,83,64,19,4,0
8/21/21,10,9,11,14,44,79,85,69,28,10,0
8/22/21,9,3,4,15,33,81,58,33,20,8,0
8/23/21,7,5,14,8,29,72,32,16,13,2,0
8/24/21,13,10,7,4,31,70,85,52,13,4,0
8/25/21,7,13,9,19,40,78,68,52,20,6,0
8/26/21,3,3,4,11,31,81,80,79,16,4,0
8/27/21,10,4,11,11,20,75,86,87,19,4,0
8/28/21,7,5,8,17,65,115,50,31,20,10,0
8/29/21,20,7,11,16,59,115,39,25,15,10,0
8/30/21,16,9,8,23,50,81,24,22,12,2,0
8/31/21,12,7,12,28,40,119,71,34,9,7,0
9/1/21,12,12,7,16,47,101,97,55,23,4,0
9/2/21,18,21,10,22,60,129,69,49,23,6,0
9/3/21,75,61,44,36,28,38,11,26,22,6,0
9/4/21,40,33,24,25,25,21,8,12,26,4,0
9/5/21,61,53,29,29,26,32,11,25,17,8,0
9/6/21,40,24,34,24,24,24,10,15,14,5,0
9/7/21,44,41,64,38,25,30,19,22,14,5,0
9/8/21,67,60,48,23,32,30,18,28,14,5,0
9/9/21,90,76,46,28,47,38,20,18,6,4,0
9/10/21,36,20,12,10,8,6,34,197,18,8,0
9/11/21,23,7,0,1,0,0,0,2,23,7,0
9/12/21,7,7,2,0,0,0,0,0,0,0,0
9/13/21,24,63,126,66,57,61,30,26,5,0,0
9/14/21,29,67,140,59,53,36,31,34,19,10,0
9/15/21,91,70,37,38,47,33,14,30,14,10,0
9/16/21,77,67,53,30,44,35,16,34,10,10,0
9/17/21,87,64,32,19,31,33,15,25,10,5,0
9/18/21,55,51,34,29,25,31,19,25,14,5,0
9/19/21,53,45,21,28,26,24,13,15,21,6,0
9/20/21,42,32,20,14,21,20,12,18,7,6,0
9/21/21,66,51,44,29,27,25,11,23,14,2,0
9/22/21,48,43,23,23,16,12,10,7,14,7,0
9/23/21,89,73,42,36,31,44,16,15,9,7,0
9/24/21,62,72,39,28,29,32,13,19,12,7,0
9/25/21,67,60,43,18,36,30,25,27,20,11,0
9/26/21,58,56,34,23,29,33,15,21,16,3,0
9/27/21,56,46,23,14,14,24,6,10,10,8,0
9/28/21,63,58,24,22,23,36,12,13,9,4,0
9/29/21,68,60,38,19,20,27,12,15,16,7,0
9/30/21,82,55,34,31,38,37,18,23,12,1,0
10/1/21,51,59,67,36,28,33,14,21,16,1,0
10/2/21,56,32,19,20,17,12,8,9,20,3,0
10/3/21,59,26,25,24,19,27,15,27,14,1,0
10/4/21,31,39,82,32,37,30,15,28,10,3,0
10/5/21,61,50,47,26,21,22,16,11,14,4,0
10/6/21,60,43,34,24,22,32,17,18,12,4,0
10/7/21,68,51,27,20,22,26,22,20,9,6,0
10/8/21,57,35,41,21,30,21,19,12,18,4,0
10/9/21,45,46,28,24,29,30,22,38,10,4,0
10/10/21,53,29,33,17,16,26,16,14,13,5,0
10/11/21,39,28,30,13,27,25,12,10,8,6,0
10/12/21,43,39,18,17,26,25,8,16,12,7,0
10/13/21,71,54,42,28,23,38,21,33,12,5,0
10/14/21,78,61,42,23,34,30,17,18,20,6,0
10/15/21,62,52,24,29,29,30,10,23,15,4,0
10/16/21,38,31,27,20,29,22,18,21,15,2,0
10/17/21,27,24,30,20,21,32,9,12,11,2,0
10/18/21,31,18,18,13,12,8,4,8,9,2,0
10/19/21,40,31,25,8,11,26,4,13,11,2,0
10/20/21,52,49,35,33,28,25,24,24,11,0,0
10/21/21,59,55,37,21,28,40,23,20,13,4,0
10/22/21,46,26,28,24,30,29,14,28,15,4,0
10/23/21,16,26,46,21,31,27,18,16,14,1,0
10/24/21,30,38,12,20,18,23,15,17,11,2,0
10/25/21,48,38,19,20,24,17,13,20,5,3,0
10/26/21,45,37,24,17,11,20,7,20,11,3,0
10/27/21,40,33,28,19,35,20,12,22,13,1,0
10/28/21,58,46,41,25,24,31,20,25,12,6,0
10/29/21,60,49,25,20,27,30,14,22,11,5,0
10/30/21,37,19,17,16,19,23,13,11,12,5,0
10/31/21,35,34,22,17,20,19,11,19,12,4,0
11/1/21,36,28,19,16,13,15,7,12,5,4,0
11/2/21,41,30,20,19,18,20,15,12,4,3,0
11/3/21,35,33,31,16,24,22,8,12,9,3,0
11/4/21,50,46,35,25,25,22,17,22,8,6,0
11/5/21,49,49,28,15,31,16,18,28,18,6,0
11/6/21,49,39,26,18,27,30,16,29,9,5,0
11/7/21,48,29,28,12,18,24,13,25,8,5,0
11/8/21,38,29,27,15,13,6,7,11,7,2,0
11/9/21,36,29,22,13,22,14,13,17,5,1,0
11/10/21,58,59,38,26,23,13,11,13,10,0,0
11/11/21,42,39,28,18,24,30,8,19,14,4,0
11/12/21,46,46,33,14,18,22,9,11,6,1,0
11/13/21,49,38,25,27,20,20,11,21,7,7,0
11/14/21,37,28,15,7,11,13,10,16,7,1,0
11/15/21,44,33,28,16,23,21,6,6,6,5,0
11/16/21,33,20,16,3,10,18,7,8,11,0,0
11/17/21,37,51,29,27,24,27,5,17,7,2,0
11/18/21,56,31,37,12,30,16,10,13,12,1,0
11/19/21,38,27,14,8,21,16,9,8,9,1,0
11/20/21,30,14,15,11,21,16,8,8,9,4,0
11/21/21,29,15,9,4,13,13,4,4,12,1,0
11/22/21,49,27,25,14,19,25,11,12,3,1,0
11/23/21,19,20,13,8,12,19,7,2,14,3,0
11/24/21,26,15,12,17,9,11,6,9,12,3,0
11/25/21,24,29,25,7,12,12,6,12,10,3,0
11/26/21,8,35,14,11,19,18,10,14,9,2,0
11/27/21,14,8,7,7,8,8,3,7,8,0,0
11/28/21,34,22,14,8,19,6,7,8,2,3,0
11/29/21,10,35,27,21,8,15,4,12,7,0,0
11/30/21,29,33,12,12,15,22,10,11,5,3,0
12/1/21,40,32,32,16,23,21,5,10,2,0,0
12/2/21,17,18,82,49,30,31,18,18,9,2,0
12/3/21,12,26,59,33,27,14,10,11,7,5,0
12/4/21,31,28,17,7,25,20,11,12,11,5,0
12/5/21,29,24,22,7,14,14,7,5,8,2,0
12/6/21,22,11,8,10,2,6,2,4,5,0,0
12/7/21,52,30,22,24,28,21,17,11,4,0,0
12/8/21,10,5,1,0,0,0,0,0,8,2,0
12/9/21,65,40,58,27,27,24,12,21,1,0,0
12/10/21,44,30,24,10,18,20,12,9,19,1,0
12/11/21,52,31,34,23,20,18,17,10,6,3,0
12/12/21,41,22,17,12,16,18,7,9,12,2,0
12/13/21,27,16,12,10,9,11,4,14,6,0,0
12/14/21,57,28,28,14,12,27,10,11,6,2,0
12/15/21,71,34,31,19,39,21,14,12,9,1,0
12/16/21,94,45,51,37,37,40,17,18,19,5,0
12/17/21,167,67,56,24,30,28,11,0,12,8,0
12/18/21,159,50,37,38,27,53,26,59,19,9,0
12/19/21,162,47,31,22,36,39,27,33,15,3,0
12/20/21,180,40,35,25,27,41,18,21,14,3,0
12/21/21,200,68,51,38,36,49,20,23,9,5,0
12/22/21,258,62,111,81,40,43,27,33,19,0,0
12/23/21,621,215,159,101,126,83,40,8,14,10,0
12/24/21,451,100,57,54,59,73,52,99,44,28,0
12/25/21,487,137,94,98,103,116,78,73,23,9,0
12/26/21,406,113,81,63,74,120,63,62,42,16,0
12/27/21,523,177,118,92,103,138,66,78,41,15,0
12/28/21,485,146,214,104,110,113,79,75,44,15,0
12/29/21,695,171,119,89,112,106,59,92,45,22,0
12/30/21,884,281,165,160,168,187,87,95,37,10,0
12/31/21,1058,261,204,170,186,182,97,126,61,20,0
1/1/22,722,187,163,171,175,190,89,126,57,23,0
1/2/22,634,160,145,109,118,159,81,113,65,22,0
1/3/22,642,150,105,88,82,70,42,61,59,23,0
1/4/22,923,276,224,152,172,156,87,109,26,10,0
1/5/22,1224,373,279,183,212,228,113,128,70,21,0
1/6/22,999,208,245,310,738,650,86,111,95,30,0
1/7/22,1445,460,341,249,247,263,223,277,117,65,0
1/8/22,1487,436,308,247,346,306,129,191,111,45,0
1/9/22,1292,409,325,265,264,311,131,231,117,45,0
1/10/22,1262,543,391,262,283,238,136,174,110,61,0
1/11/22,1311,482,352,264,269,255,130,167,126,51,0
1/12/22,1269,430,362,239,258,230,120,187,116,57,0
1/13/22,1210,373,304,208,233,255,132,208,118,52,0
1/14/22,906,353,355,408,401,253,123,180,99,40,0
1/15/22,1006,356,282,201,235,235,126,154,118,58,0
1/16/22,918,333,250,194,217,239,150,218,98,47,0
1/17/22,866,289,200,182,169,162,119,176,84,60,0
1/18/22,817,267,261,213,210,166,80,108,83,47,0
1/19/22,1004,309,231,195,206,182,99,126,84,31,0
1/20/22,1051,411,287,244,230,224,133,148,93,44,0
1/21/22,981,366,245,183,220,205,113,164,129,59,0
1/22/22,965,334,288,227,216,243,111,151,93,42,0
1/23/22,731,264,201,164,210,182,145,181,116,51,0
1/24/22,700,331,250,210,181,201,112,127,92,45,0
1/25/22,601,241,177,139,138,140,78,146,89,50,0
1/26/22,1042,394,318,252,240,228,124,117,83,22,0
1/27/22,873,353,254,206,223,228,143,193,126,58,0
1/28/22,836,368,271,192,224,197,101,162,97,43,0
1/29/22,701,296,224,185,183,213,112,166,101,52,0
1/30/22,562,215,149,139,162,150,92,170,104,41,0
1/31/22,523,192,133,101,107,120,62,102,77,45,0
2/1/22,406,107,91,74,74,70,44,56,54,24,0
2/2/22,511,205,148,111,132,125,66,86,34,12,0
2/3/22,364,149,187,134,122,102,32,68,54,19,0
2/4/22,411,141,95,76,104,96,79,75,46,23,0
2/5/22,338,124,107,90,100,112,57,74,42,11,0
2/6/22,202,82,76,65,77,60,19,59,50,18,0
2/7/22,225,100,93,54,47,35,23,22,31,9,0
2/8/22,232,94,66,60,61,71,33,34,16,18,0
2/9/22,281,97,84,63,79,64,45,59,25,16,0
2/10/22,286,93,63,71,70,61,39,56,30,16,0
2/11/22,203,62,64,51,61,48,32,43,30,8,0
2/12/22,79,3,1,0,0,0,0,0,23,10,0
2/13/22,108,56,46,31,40,33,26,21,2,0,0
2/14/22,116,42,84,117,102,116,69,73,33,6,0
2/15/22,122,43,34,23,29,26,19,20,39,15,0
2/16/22,168,59,33,36,41,42,18,27,15,6,0
2/17/22,148,47,50,47,43,41,20,24,17,4,0
2/18/22,133,51,38,22,35,40,15,13,16,2,0
2/19/22,97,26,26,23,39,29,15,19,11,8,0
2/20/22,43,3,0,0,0,0,0,0,11,6,0
2/21/22,62,18,9,14,16,18,16,5,0,0,0
2/22/22,77,71,73,32,48,27,19,23,8,2,0
2/23/22,89,41,29,30,23,28,14,19,18,3,0
2/24/22,101,20,23,14,26,18,8,15,8,5,0
2/25/22,94,24,24,20,19,19,17,10,10,2,0
2/26/22,73,24,26,21,29,15,11,12,12,2,0
2/27/22,68,15,10,10,13,15,5,12,10,1,0
2/28/22,56,15,12,14,14,11,3,13,5,2,0
